,name,position,club,division,based,nation,age,preferredfoot,preferredfootsimple,bestpos,bestpossimple,bestrole,value,wage,ca,pa,1v1,cor,cro,dri,fin,fir,fre,hea,lon,lth,mar,pas,pen,tck,tec,agg,ant,bra,cmp,cnt,dec,det,fla,ldr,otb,pos,tea,vis,wor,acc,aer,agi,bal,height,jum,nat,pac,sta,str,weight,cmd,com,ecc,han,kic,pun,ref,thr,tro
328,Bernd Leno,GK,Arsenal,English Premier Division,England (Premier Division),GER,27,Right,Right,GK,GK,SK,29000000,100000,151,163,17,8,3,3,1,10,11,6,1,2,3,10,3,1,9,8,16,14,13,14,13,14,2,9,6,13,16,7,10,12,13,16,14,190,14,14,10,12,12,83,14,12,8,16,15,13,17,12,16
333,Dani Ceballos,M/AM (C),Arsenal,English Premier Division,England (Premier Division),ESP,22,Right,Right,M (C),M,MEZ,17000000,130000,142,163,1,7,10,15,13,15,11,7,13,14,8,16,10,10,16,13,13,15,12,12,13,12,12,11,12,12,13,15,15,15,1,14,10,179,8,11,13,13,10,71,3,2,2,1,1,3,1,1,1
337,James Maddison,"M (LC), AM (RLC)",Leicester,English Premier Division,England (Premier Division),ENG,22,Right,Right,AM (C),AM,AM,39000000,65000,151,163,3,17,12,16,14,15,17,5,15,4,7,16,15,9,16,8,12,12,15,12,14,13,16,8,14,10,12,16,13,13,2,15,16,175,8,12,13,13,8,73,3,3,3,3,2,3,1,2,2
338,Jamie Vardy,ST (C),Leicester,English Premier Division,England (Premier Division),ENG,32,Right,Right,ST (C),ST,PF,30000000,140000,160,163,1,7,10,12,18,14,7,12,12,5,3,12,17,12,15,17,15,17,16,16,13,17,12,13,17,5,17,13,16,17,2,12,12,179,11,16,17,17,13,74,3,2,3,3,1,1,2,2,3
340,Joe Hart,GK,Tottenham,English Premier Division,England (Premier Division),ENG,32,Right,Right,GK,GK,SK,17000000,49000,123,163,15,3,2,2,3,9,7,8,3,1,1,10,13,3,7,10,11,12,10,10,11,16,4,14,2,13,15,8,15,13,14,15,13,196,17,13,7,14,14,81,9,9,14,14,12,15,14,13,13
350,Riyad Mahrez,"M (R), AM (RLC)",Man City,English Premier Division,England (Premier Division),ALG,28,Left,Left,AM (R),AM,IW,53000000,160000,153,163,3,14,16,17,16,17,14,6,14,4,5,16,11,8,17,6,14,5,15,13,13,13,17,5,15,5,10,16,10,15,3,17,15,179,9,12,14,14,8,67,3,2,3,2,3,4,1,3,3
352,Wilfred Ndidi,"DM, M (C)",Leicester,English Premier Division,England (Premier Division),NGA,22,Right,Right,DM,DM,DM,35000000,80000,150,163,1,10,10,12,7,13,10,14,12,10,13,13,11,19,13,14,18,13,12,13,13,14,11,10,11,14,15,13,17,13,2,12,11,183,15,17,12,17,14,74,1,2,2,1,2,3,1,2,1
354,Antonio RÃƒÂ¼diger,D (RC),Chelsea,English Premier Division,England (Premier Division),GER,26,Right,Right,D (C),D,NCB,0,100000,156,163,3,5,10,10,7,10,9,14,8,14,14,12,7,16,11,15,15,17,13,12,12,17,9,15,8,14,13,10,15,15,1,11,17,190,15,10,16,16,18,85,2,3,1,3,3,3,1,1,2
355,Aaron Wan-Bissaka,D/WB (R),Man Utd,English Premier Division,England (Premier Division),ENG,21,Right,Right,D (R),D,WB,25500000,80000,144,162,2,5,12,12,5,12,5,9,7,10,12,10,5,20,13,14,17,16,13,14,14,15,12,7,12,13,12,11,15,15,2,15,14,183,8,14,15,15,12,74,2,1,3,3,3,2,2,3,2
357,Ãaglar SÃ¶yÃ¼ncÃ¼,D (C),Leicester,English Premier Division,England (Premier Division),TUR,23,Right,Right,D (C),D,BPD,30000000,45000,147,162,1,4,7,12,7,12,5,14,8,8,15,12,8,16,11,14,15,17,14,13,12,16,9,11,7,14,13,9,14,14,1,12,15,185,16,13,15,13,15,82,1,3,1,2,1,1,3,1,1
369,HÃ©ctor BellerÃ­n,D/WB (R),Arsenal,English Premier Division,England (Premier Division),ESP,24,Right,Right,D (R),D,WB,29500000,110000,148,162,1,8,12,13,9,12,5,10,10,12,12,11,8,14,14,12,12,15,13,13,12,14,12,11,14,12,14,10,15,19,2,15,12,177,9,16,18,15,9,72,1,3,3,1,1,3,2,2,3
370,Ibrahima Diallo,DM,Southampton,English Premier Division,England (Premier Division),FRA,20,Right,Right,DM,DM,DLP,6750000,42500,130,162,1,7,11,9,7,13,7,10,8,7,12,13,6,13,12,12,14,15,13,14,13,12,10,8,10,13,15,11,15,13,1,14,15,179,9,13,13,14,12,68,1,2,1,1,3,3,1,2,4
373,Kieran Tierney,"D (LC), WB (L)",Arsenal,English Premier Division,England (Premier Division),SCO,22,Left,Left,D (L),D,FB,26500000,75000,145,162,2,13,15,13,11,13,8,12,10,11,11,12,8,15,12,15,13,17,11,14,12,16,12,11,13,12,15,10,15,16,2,15,14,178,13,13,15,14,11,76,1,2,1,1,1,3,3,3,2
380,Thomas Partey,"DM, M (C)",Arsenal,English Premier Division,England (Premier Division),GHA,26,Right,Right,M (C),M,BBM,52000000,115000,151,162,2,8,10,11,11,14,9,15,15,11,13,13,8,14,13,12,13,14,13,14,15,15,11,12,13,14,17,13,17,13,2,13,10,185,13,16,15,16,15,76,4,1,3,1,4,3,2,2,2
381,Willian,M/AM (RLC),Arsenal,English Premier Division,England (Premier Division),BRA,30,Right Only,Right,AM (R),AM,W,49000000,120000,155,162,1,9,14,17,11,15,16,9,15,8,5,14,15,8,16,9,14,9,13,12,14,16,15,8,15,7,18,15,19,15,1,13,10,175,11,12,16,14,11,78,1,1,1,1,1,1,1,1,1
383,Jorginho,"DM, M (C)",Chelsea,English Premier Division,England (Premier Division),ITA,27,Right,Right,DM,DM,DLP,0,110000,158,162,1,11,12,12,10,15,9,7,11,2,12,18,16,16,16,12,15,14,16,15,16,15,13,15,14,15,17,15,16,13,3,14,14,180,9,14,14,16,11,65,1,3,3,3,3,1,3,2,2
384,Kurt Zouma,D (RC),Chelsea,English Premier Division,England (Premier Division),FRA,24,Right Only,Right,D (C),D,CD,0,46000,156,162,2,4,10,9,8,11,6,17,7,8,13,11,7,15,10,15,13,14,11,12,14,16,7,13,8,14,13,8,15,18,1,11,19,190,18,14,15,14,20,96,1,4,3,3,2,3,4,1,3
385,Ruben Loftus-Cheek,M/AM (C),Fulham,English Premier Division,England (Premier Division),ENG,23,Right,Right,M (C),M,DLP,0,150000,150,162,2,7,10,15,14,15,5,11,10,5,9,14,10,10,15,14,13,12,16,11,16,13,11,12,14,12,14,15,14,16,2,11,17,191,14,13,15,11,17,86,2,3,1,2,3,1,2,2,2
388,Alexandre Lacazette,"AM (R), ST (C)",Arsenal,English Premier Division,England (Premier Division),FRA,28,Right,Right,ST (C),ST,AF,53000000,180000,158,161,1,5,11,14,16,15,11,13,13,3,5,13,13,5,15,10,15,14,15,14,14,13,15,10,17,7,15,14,17,16,2,16,15,175,10,15,16,16,14,73,3,1,2,2,3,3,2,2,3
389,AndrÃ© Gomes,M/AM (C),Everton,English Premier Division,England (Premier Division),POR,25,Either,Either,M (C),M,DLP,30500000,140000,146,161,3,11,12,14,11,16,13,10,13,9,8,17,14,12,17,10,13,9,16,11,13,12,13,9,14,11,14,15,14,11,1,11,15,188,12,13,13,12,14,84,2,3,3,1,3,2,2,2,2
392,Donny van de Beek,"DM, M/AM (C)",Man Utd,English Premier Division,England (Premier Division),NED,22,Right,Right,M (C),M,DLP,49500000,79000,147,161,3,13,13,13,14,15,13,11,13,8,10,15,11,11,15,14,13,13,14,14,12,15,13,13,15,7,16,16,18,11,2,14,13,184,13,15,12,16,11,67,3,1,1,2,3,2,2,1,2
393,Fred,ST (C),Cruzeiro,English Premier Division,England (Premier Division),BRA,35,Either,Either,ST (C),ST,DLF,725000,34500,130,161,3,7,8,10,15,13,12,15,13,7,6,13,13,6,13,10,14,14,16,11,13,14,13,14,18,10,16,14,10,8,2,9,10,185,12,12,10,12,13,90,3,1,1,2,3,1,3,3,1
394,Gabriel Martinelli,"AM (RLC), ST (C)",Arsenal,English Premier Division,England (Premier Division),BRA,18,Right,Right,AM (L),AM,IW,20000000,20000,138,161,3,5,10,15,12,14,10,13,8,5,5,12,11,5,15,12,13,13,12,12,10,15,16,6,14,6,15,12,16,16,2,16,10,180,11,13,15,13,9,75,3,1,1,3,1,3,3,2,3
399,Jack Butland,GK,Crystal Palace,English Premier Division,England (Premier Division),ENG,26,Right,Right,GK,GK,SK,7750000,23000,124,161,16,6,2,1,2,4,11,4,2,3,2,6,3,2,10,10,12,14,14,12,9,6,3,9,2,11,12,5,10,12,15,16,12,196,14,15,11,14,12,94,12,4,11,15,14,8,17,11,11
416,Steven Bergwijn,"M (RL), AM (RLC), ST (C)",Tottenham,English Premier Division,England (Premier Division),NED,21,Right,Right,AM (L),AM,IW,34500000,75000,149,161,3,9,13,15,11,14,12,7,13,5,4,12,8,4,14,10,14,13,11,12,11,13,16,5,13,7,12,13,11,15,4,16,14,178,8,14,15,12,12,78,1,2,3,1,2,3,2,2,3
419,Timo Werner,"M/AM (L), ST (C)",Chelsea,English Premier Division,England (Premier Division),GER,23,Either,Either,ST (C),ST,PF,0,165000,156,161,2,7,9,13,16,12,8,13,10,6,6,11,14,8,11,16,13,11,13,12,10,12,11,6,16,9,10,12,16,18,4,14,17,180,11,15,18,16,12,75,1,1,3,2,1,1,2,1,2
424,Allan Saint-Maximin,"M/AM (RL), ST (C)",Newcastle,English Premier Division,England (Premier Division),FRA,22,Right,Right,AM (L),AM,IW,30000000,60000,144,160,2,12,11,19,10,14,11,5,10,4,2,11,12,3,15,7,10,9,13,12,10,11,19,10,14,6,11,10,12,16,3,16,12,173,6,14,16,14,13,67,1,1,1,2,2,4,2,2,1
426,Andriy Yarmolenko,M/AM (RL),West Ham,English Premier Division,England (Premier Division),UKR,29,Left Only,Left,AM (R),AM,IF,23000000,100000,138,160,2,13,14,15,14,16,12,12,14,8,6,13,16,7,16,11,14,15,13,14,14,14,16,13,15,8,12,14,11,12,1,14,15,189,13,14,14,13,13,81,4,4,2,1,1,3,4,4,1
430,Axel Tuanzebe,D (C),Man Utd,English Premier Division,England (Premier Division),ENG,21,Right,Right,D (C),D,BPD,24500000,35000,138,160,2,2,3,12,5,13,2,12,1,7,14,13,9,13,13,14,15,14,14,12,13,16,7,12,6,15,13,8,13,14,3,14,14,186,13,14,16,14,14,81,2,1,4,1,2,3,3,3,1
432,Benjamin Mendy,D/WB (L),Man City,English Premier Division,England (Premier Division),FRA,24,Left,Left,D (L),D,WB,35000000,100000,150,160,2,11,17,14,8,13,9,11,11,15,12,14,10,14,13,15,12,14,10,12,13,14,13,13,15,11,14,12,16,15,1,14,15,183,13,14,16,15,17,84,1,2,2,1,3,2,2,2,1
433,Bernard,AM (RLC),Everton,English Premier Division,England (Premier Division),BRA,26,Right,Right,AM (L),AM,IW,28500000,130000,143,160,1,11,16,17,11,16,10,9,11,6,3,13,10,6,17,10,12,8,12,11,14,14,18,10,16,6,13,14,11,16,3,16,8,164,4,15,14,13,7,60,3,1,1,1,4,3,2,3,4
441,Cengiz Ãnder,M/AM (RL),Leicester,English Premier Division,England (Premier Division),TUR,21,Left,Left,AM (R),AM,IW,17250000,77000,144,160,3,16,15,15,12,15,14,9,17,4,3,12,9,4,15,7,14,8,11,12,13,12,15,5,16,4,12,11,11,17,2,16,12,173,7,14,15,12,6,66,4,3,2,3,1,2,3,2,1
443,Christian Benteke,ST (C),Crystal Palace,English Premier Division,England (Premier Division),BEL,28,Right,Right,ST (C),ST,TM,16000000,120000,123,160,1,2,7,10,11,12,9,17,11,3,9,11,10,4,14,12,10,13,9,11,9,16,12,9,11,8,10,13,9,13,3,13,17,191,18,14,14,14,18,86,3,1,1,1,2,3,2,2,1
444,Danny Welbeck,"AM (RL), ST (C)",Brighton,English Premier Division,England (Premier Division),ENG,28,Right,Right,AM (L),AM,IW,20000000,60000,138,160,2,5,9,14,13,13,4,13,8,3,6,11,10,6,14,11,12,14,12,12,13,14,14,4,14,8,15,12,16,16,1,15,15,185,14,15,15,14,14,73,3,3,2,3,2,2,3,1,3
447,Davinson SÃ¡nchez,D (C),Tottenham,English Premier Division,England (Premier Division),COL,23,Right,Right,D (C),D,BPD,29000000,65000,146,160,3,7,7,11,10,13,10,14,9,8,14,14,7,16,15,15,13,16,14,11,14,14,10,9,10,13,14,10,14,14,2,14,14,187,14,14,15,15,15,83,1,3,3,3,1,2,1,1,1
460,Georginio Wijnaldum,"DM, M (C), AM (LC)",Liverpool,English Premier Division,England (Premier Division),NED,28,Right,Right,M (C),M,DLP,50000000,85000,158,160,2,8,12,15,13,16,7,12,9,5,12,15,8,13,15,13,16,13,15,16,15,15,14,13,14,14,16,12,16,14,3,15,17,175,10,17,13,16,14,74,1,1,3,3,2,3,3,3,3
461,Granit Xhaka,"DM, M (C)",Arsenal,English Premier Division,England (Premier Division),SUI,26,Left,Left,M (C),M,DLP,29500000,100000,142,160,1,11,11,12,9,16,13,11,15,6,10,18,10,11,17,17,13,15,12,8,12,12,12,11,14,10,16,17,14,10,2,10,15,185,13,14,12,16,15,82,2,3,2,3,2,1,2,3,2
462,Hannibal Mejbri,M/AM (C),Man Utd,English Premier Division,England (Premier Division),FRA,16,Right,Right,M (C),M,AP,450000,120,96,160,2,12,11,13,8,14,12,8,9,3,5,13,13,6,14,14,9,7,10,9,11,16,15,8,11,7,11,14,11,12,2,12,11,186,8,13,11,12,7,67,2,2,3,3,1,3,2,1,3
473,Kiko Casilla,GK,Leeds,English Premier Division,England (Premier Division),ESP,32,Right,Right,GK,GK,SK,13000000,40000,135,160,12,8,2,1,1,11,10,9,1,2,1,13,3,1,10,12,14,16,13,13,11,15,11,13,8,14,13,10,13,11,13,14,12,190,13,13,14,14,15,86,10,8,13,13,15,7,16,13,18
476,Martin Ãdegaard,M/AM (RC),Arsenal,English Premier Division,England (Premier Division),NOR,20,Left,Left,M (C),M,AP,27000000,81000,148,160,3,14,13,16,6,16,15,7,13,5,9,16,8,8,16,7,13,9,13,12,16,15,18,7,14,10,17,16,14,14,3,16,13,178,9,13,14,15,12,68,4,3,1,1,2,1,4,2,2
491,Reiss Nelson,"M (RL), AM (RLC)",Arsenal,English Premier Division,England (Premier Division),ENG,19,Right,Right,AM (R),AM,W,20000000,40000,135,160,1,12,12,15,14,14,13,6,12,8,7,13,10,9,15,12,11,10,12,9,10,12,15,5,14,8,10,12,14,15,2,15,12,175,7,14,16,12,8,71,4,3,3,1,2,2,4,2,1
495,Sergio ReguilÃ³n,D/WB (L),Tottenham,English Premier Division,England (Premier Division),ESP,22,Left Only,Left,D (L),D,FB,26500000,120000,145,160,1,10,14,13,10,13,9,10,11,13,11,13,12,14,13,12,13,13,12,14,14,15,12,12,15,14,14,13,16,15,1,14,14,176,8,14,15,16,12,64,2,3,3,3,3,1,1,2,3
497,Theo Walcott,"AM (R), ST (C)",Southampton,English Premier Division,England (Premier Division),ENG,30,Right,Right,AM (R),AM,W,19000000,110000,131,160,4,12,11,14,11,13,11,5,7,3,6,12,10,7,14,9,11,10,9,12,10,13,13,7,11,9,12,9,16,17,3,15,12,176,7,13,16,14,9,71,3,1,3,2,2,1,3,1,3
501,Wilfried Zaha,"M/AM (RL), ST (C)",Crystal Palace,English Premier Division,England (Premier Division),CIV,26,Right,Right,AM (L),AM,IW,51000000,130000,154,160,1,8,11,16,13,13,10,4,7,7,4,10,9,3,15,15,11,14,10,9,13,12,17,10,12,6,10,11,15,17,3,16,14,181,11,13,17,15,12,67,2,2,1,3,3,3,3,1,1
505,Hakim Ziyech,M/AM (RLC),Chelsea,English Premier Division,England (Premier Division),MAR,26,Left,Left,AM (C),AM,AM,0,150000,158,160,2,14,14,15,10,16,16,10,14,7,6,16,13,6,16,13,17,13,13,10,9,14,17,11,17,6,14,17,15,15,2,17,12,181,10,15,13,15,10,68,2,1,2,3,4,2,3,2,3
506,Kepa Arrizabalaga,GK,Chelsea,English Premier Division,England (Premier Division),ESP,24,Right,Right,GK,GK,SK,0,145000,150,160,15,10,1,1,1,11,13,1,3,3,2,12,5,3,11,8,14,14,14,14,12,13,1,10,5,13,13,11,13,9,15,15,12,186,14,12,12,12,12,86,13,16,5,16,14,13,18,13,15
507,Michy Batshuayi,ST (C),Crystal Palace,English Premier Division,England (Premier Division),BEL,25,Either,Either,ST (C),ST,CF,0,70000,144,160,3,7,8,12,14,15,9,13,13,5,6,11,12,5,14,11,14,13,16,8,10,10,14,4,12,8,9,12,7,16,1,14,16,185,13,12,14,13,16,78,3,3,1,2,1,4,2,2,1
510,Adam Lallana,"DM, M/AM (RLC)",Brighton,English Premier Division,England (Premier Division),ENG,31,Right,Right,AM (C),AM,AP,30500000,75000,149,159,3,11,13,17,8,16,7,6,7,4,11,15,9,9,18,11,14,11,15,14,14,15,16,11,16,11,15,14,17,11,2,14,15,173,6,14,11,14,9,73,3,3,4,3,2,2,3,1,1
514,Alexis Mac Allister,"M (L), AM (C)",Brighton,English Premier Division,England (Premier Division),ARG,20,Right,Right,AM (C),AM,AP,19000000,10000,134,159,1,12,12,14,13,14,13,10,15,12,7,15,10,7,15,15,11,10,12,12,14,14,11,10,14,11,12,16,14,13,3,14,12,174,9,14,12,13,12,71,1,1,2,3,2,1,3,3,3
519,Brandon Williams,D/WB (L),Man Utd,English Premier Division,England (Premier Division),ENG,18,Right,Right,D (L),D,WB,21500000,10000,130,159,1,4,12,13,10,13,2,6,5,5,12,14,3,13,13,16,12,16,11,12,11,18,11,10,14,12,14,6,15,16,3,14,14,184,9,15,15,14,10,75,4,1,2,1,3,3,3,3,1
537,Jordan Henderson,"DM, M (C)",Liverpool,English Premier Division,England (Premier Division),ENG,29,Right Only,Right,DM,DM,DLP,50000000,140000,158,159,2,12,13,12,9,16,11,11,11,7,15,16,10,14,14,15,16,16,16,15,15,19,13,18,15,15,18,14,18,13,3,13,14,183,13,18,14,18,14,80,1,2,2,1,3,2,3,1,3
551,Nicolas PÃ©pÃ©,"AM (R), ST (C)",Arsenal,English Premier Division,England (Premier Division),CIV,24,Left,Left,AM (R),AM,IW,39000000,140000,151,159,3,14,12,17,14,13,14,9,13,3,4,12,16,4,15,6,14,9,14,12,10,12,16,7,16,6,12,10,12,19,1,15,12,183,10,14,17,14,12,73,3,1,3,2,4,1,2,2,3
563,Xherdan Shaqiri,M/AM (RLC),Liverpool,English Premier Division,England (Premier Division),SUI,27,Left,Left,AM (R),AM,IF,36000000,90000,149,159,3,14,16,15,13,17,14,4,14,4,5,15,12,5,15,12,12,11,15,12,14,14,17,9,16,7,12,16,12,14,1,17,17,169,4,13,14,14,13,72,1,2,1,1,3,3,1,1,1
564,Ross Barkley,M/AM (C),Aston Villa,English Premier Division,England (Premier Division),ENG,25,Either,Either,AM (C),AM,AM,0,100000,147,159,3,11,12,16,12,16,14,12,15,9,6,15,12,8,16,8,14,11,13,11,11,12,14,11,11,12,11,14,12,15,4,11,15,189,11,13,14,12,18,76,2,1,3,2,3,1,1,2,3
568,Alex Iwobi,AM (RLC),Everton,English Premier Division,England (Premier Division),NGA,23,Right,Right,AM (L),AM,IW,30000000,100000,144,158,3,9,13,14,12,14,9,11,12,4,7,14,11,7,15,12,13,13,12,12,13,15,15,8,14,5,15,15,15,15,1,15,14,183,12,14,14,15,13,75,1,4,2,1,1,1,1,1,1
569,Alex Oxlade-Chamberlain,"M (RC), AM (RLC)",Liverpool,English Premier Division,England (Premier Division),ENG,25,Right,Right,M (C),M,MEZ,42500000,120000,154,158,1,12,13,15,12,15,10,10,13,10,11,15,12,10,16,11,13,13,14,14,14,16,16,9,15,11,14,14,14,15,3,15,15,176,9,15,16,14,14,72,1,2,3,2,2,4,1,3,2
577,Bukayo Saka,AM (RL),Arsenal,English Premier Division,England (Premier Division),ENG,17,Left,Left,AM (L),AM,W,18000000,5000,138,158,3,12,13,16,10,14,9,6,11,5,4,12,10,8,14,11,11,8,11,9,10,14,15,3,15,5,13,13,14,17,2,17,11,178,6,14,16,13,9,64,1,1,2,2,4,2,3,3,3
583,Divock Origi,"AM (L), ST (C)",Liverpool,English Premier Division,England (Premier Division),BEL,24,Right,Right,ST (C),ST,AF,34500000,75000,149,158,2,5,12,15,13,16,9,13,13,6,7,13,13,8,15,14,13,11,14,13,13,13,15,7,14,7,13,12,15,15,1,14,15,185,14,13,15,13,15,75,1,3,1,2,3,2,2,1,3
592,Hamza Choudhury,"DM, M (C)",Leicester,English Premier Division,England (Premier Division),ENG,21,Right,Right,M (C),M,BWM,22000000,60000,138,158,3,6,9,11,6,12,7,8,9,11,14,13,8,16,12,17,15,14,13,12,13,14,11,11,8,12,15,12,17,14,1,13,13,178,11,14,12,17,12,64,3,2,2,3,3,2,2,2,3
593,Harvey Barnes,"AM (RLC), ST (C)",Leicester,English Premier Division,England (Premier Division),ENG,21,Either,Either,AM (L),AM,IW,25000000,60000,140,158,3,9,13,15,11,13,11,8,13,9,6,12,8,7,14,9,11,11,12,9,11,15,15,7,12,6,12,13,12,14,1,14,12,178,10,13,15,13,12,66,1,2,1,4,2,3,1,3,2
598,James McAtee,AM (RLC),Man City,English Premier Division,England (Premier Division),ENG,16,Left Only,Left,AM (C),AM,AP,50000,120,70,158,2,8,10,10,9,10,5,10,10,4,9,10,3,5,12,6,7,9,10,8,7,18,13,3,8,6,7,12,8,13,1,12,5,176,8,11,11,9,5,63,2,2,1,3,4,1,2,1,3
606,Miguel AlmirÃ³n,"M (R), AM (RLC)",Newcastle,English Premier Division,England (Premier Division),PAR,25,Left Only,Left,AM (L),AM,W,30000000,75000,144,158,2,10,11,15,10,15,10,6,11,4,8,12,11,8,13,7,11,11,9,12,11,12,15,6,15,11,12,15,19,18,3,15,12,177,6,10,17,14,9,70,1,2,2,1,2,2,4,1,3
614,Olexandr Zinchenko,"D/WB (L), M/AM (RLC)",Man City,English Premier Division,England (Premier Division),UKR,22,Left,Left,AM (C),AM,AP,37000000,60000,149,158,2,13,13,13,10,14,13,12,12,7,9,13,9,9,15,12,13,15,13,14,12,17,13,6,13,8,16,13,15,13,1,14,13,175,9,13,14,14,9,64,2,1,3,3,2,2,2,3,2
621,Emerson,"D (RL), WB (L)",Chelsea,English Premier Division,England (Premier Division),ITA,25,Left,Left,D (L),D,WB,0,42000,143,158,3,12,15,14,7,15,10,9,14,10,12,12,4,14,14,11,13,12,12,12,11,14,14,5,15,12,13,12,14,17,3,15,15,176,9,13,16,14,13,77,3,2,2,3,1,1,1,3,3
630,David Luiz,"D (C), DM",Arsenal,English Premier Division,England (Premier Division),BRA,32,Right,Right,D (C),D,NCB,16000000,150000,145,157,1,8,9,13,12,13,13,16,12,15,14,13,15,16,13,17,16,17,11,9,10,14,14,12,12,13,13,12,16,15,2,12,15,189,16,16,13,15,14,86,1,2,1,3,1,3,3,3,2
641,James Milner,"WB (RL), DM, M (RLC)",Liverpool,English Premier Division,England (Premier Division),ENG,33,Right,Right,M (C),M,BBM,12500000,145000,154,157,3,14,14,13,11,15,9,9,9,10,13,14,17,13,14,14,14,17,14,16,14,19,13,16,14,13,18,14,18,11,2,12,14,176,10,18,12,17,15,70,1,3,3,1,1,3,1,3,1
644,Jonny,"D (RLC), WB (RL)",Wolves,English Premier Division,England (Premier Division),ESP,25,Right,Right,D (R),D,FB,31500000,75000,147,157,1,6,14,13,10,10,7,11,7,13,14,14,8,14,12,14,14,16,13,16,13,12,8,12,11,14,15,9,16,15,4,14,12,175,10,15,15,15,12,70,2,2,2,2,2,3,2,3,2
646,Kyle Walker,D/WB (R),Man City,English Premier Division,England (Premier Division),ENG,29,Right,Right,D (R),D,WB,33000000,150000,151,157,3,10,11,13,7,12,12,14,7,13,12,12,6,13,13,12,13,15,13,13,9,13,10,12,14,12,15,11,16,18,3,14,15,178,11,13,18,15,15,83,3,3,3,3,2,2,1,3,1
649,Lucas Digne,D/WB (L),Everton,English Premier Division,England (Premier Division),FRA,25,Left,Left,D (L),D,FB,30500000,110000,149,157,1,13,15,13,8,14,16,13,14,15,10,13,6,14,15,13,13,15,16,12,13,16,10,8,14,12,14,12,17,15,2,15,14,178,8,15,14,16,13,74,2,1,2,3,1,2,2,2,1
656,Phil Jagielka,D (C),Sheff Utd,English Premier Division,England (Premier Division),ENG,36,Right,Right,D (C),D,CD,1100000,25000,129,157,3,5,6,6,6,12,5,15,8,10,14,11,14,15,10,10,15,16,14,12,16,16,5,14,7,14,14,7,7,12,2,8,10,180,14,15,11,13,14,87,1,1,3,3,2,2,1,4,4
658,Raphinha,AM (RL),Leeds,English Premier Division,England (Premier Division),BRA,22,Left,Left,AM (R),AM,IW,37000000,65000,151,157,3,16,14,16,13,16,14,9,14,6,8,14,14,12,17,14,13,13,14,12,14,15,17,6,15,8,11,14,14,16,3,16,14,176,7,11,15,14,7,69,3,2,1,1,2,2,2,1,3
662,Rui PatrÃ­cio,GK,Wolves,English Premier Division,England (Premier Division),POR,31,Left Only,Left,GK,GK,SK,32000000,100000,153,157,17,7,1,5,3,7,12,8,2,12,1,10,6,1,10,12,13,12,14,14,15,15,11,16,11,16,13,10,14,11,16,14,16,190,16,16,10,12,15,84,11,16,6,16,9,12,18,14,15
664,Sean Longstaff,"DM, M (C)",Newcastle,English Premier Division,England (Premier Division),ENG,21,Right,Right,M (C),M,BBM,13500000,20000,129,157,2,11,11,13,13,14,11,10,13,8,11,15,5,14,13,11,13,13,13,11,13,7,11,10,14,11,16,13,16,11,3,11,13,181,11,11,12,15,13,65,1,2,3,3,2,1,2,3,4
674,Ethan Ampadu,"D (C), DM",Sheff Utd,English Premier Division,England (Premier Division),WAL,18,Right,Right,D (C),D,BPD,0,7500,126,157,3,6,8,9,6,12,6,11,7,10,14,14,8,15,12,12,14,16,16,11,12,12,7,12,7,13,13,10,9,12,2,11,15,182,13,13,14,11,12,78,3,2,1,3,1,2,1,2,1
676,Adama TraorÃ©,"WB/M (R), AM (RL)",Wolves,English Premier Division,England (Premier Division),ESP,23,Right,Right,AM (R),AM,W,25000000,43000,150,156,1,10,11,17,8,12,8,7,8,7,4,11,9,5,13,12,9,12,9,8,8,14,18,8,12,10,9,10,10,20,4,15,14,178,8,12,20,12,15,72,2,2,3,2,1,1,1,2,1
677,Ainsley Maitland-Niles,"D/WB (RL), DM, M (C)",West Brom,English Premier Division,England (Premier Division),ENG,21,Right,Right,M (C),M,MEZ,26000000,45000,142,156,3,10,11,13,8,14,8,6,11,8,11,14,7,12,14,10,12,11,13,11,11,11,14,7,13,11,14,12,13,17,2,15,13,177,8,13,15,14,12,73,1,3,1,1,3,1,2,1,1
692,Emile Smith Rowe,"M (RL), AM (RLC)",Arsenal,English Premier Division,England (Premier Division),ENG,18,Right,Right,AM (L),AM,IW,15000000,10000,132,156,1,11,11,14,11,13,12,5,12,4,5,13,11,7,14,13,12,9,12,9,11,15,14,5,14,8,14,14,14,16,3,16,8,182,9,13,14,11,8,76,2,2,3,2,3,1,3,2,2
693,Eric Dier,"D (C), DM, M (C)",Tottenham,English Premier Division,England (Premier Division),ENG,25,Either,Either,DM,DM,BWM,28500000,60000,144,156,2,7,13,10,9,13,11,15,9,5,15,14,8,15,13,15,14,15,12,12,12,16,5,13,11,15,16,12,15,11,2,10,11,188,13,14,13,13,15,90,3,3,2,2,4,1,1,3,2
700,Harry Maguire,D (C),Man Utd,English Premier Division,England (Premier Division),ENG,26,Right,Right,D (C),D,BPD,33500000,190000,150,156,3,4,8,13,8,12,4,17,5,7,14,13,5,16,13,15,16,16,15,13,15,15,12,15,9,16,14,12,15,10,3,10,13,194,15,14,12,15,17,100,3,3,3,1,2,3,1,2,1
